Column1;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
1796;Female;0;Yes;No;23;Yes;Yes;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);7365;164275;No
1797;Female;0;No;No;30;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);194;5785;No
1798;Male;0;No;No;35;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);262;9549;No
1799;Female;0;No;No;10;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;987;97325;Yes
1800;Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);4385;4385;No
1801;Male;0;No;No;22;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;697;14904;No
1802;Male;0;Yes;Yes;7;No;No phone service;DSL;Yes;Yes;Yes;No;No;No;Two year;No;Mailed check;3855;2800;No
1803;Female;0;No;No;36;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Mailed check;531;190125;No
1804;Female;0;Yes;Yes;34;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2065;7164;No
1805;Male;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;Two year;No;Credit card (automatic);6445;47200;No
1806;Male;0;Yes;Yes;36;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);251;93095;No
1807;Female;0;No;No;1;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;7635;7635;Yes
1808;Female;0;No;No;23;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;7915;167695;Yes
1809;Male;1;Yes;No;32;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;850;264205;Yes
1810;Female;0;Yes;Yes;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;One year;Yes;Credit card (automatic);9515;677085;No
1811;Female;1;No;No;23;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;7935;18353;No
1812;Male;0;Yes;No;17;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);9665;158825;No
1813;Male;0;No;No;1;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;755;755;No
1814;Male;0;Yes;Yes;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;197;25835;No
1815;Female;0;Yes;No;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);205;150225;No
1816;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;192;192;No
1817;Male;1;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Two year;No;Bank transfer (automatic);9835;69294;No
1818;Male;0;Yes;Yes;60;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);7435;44533;No
1819;Female;0;Yes;Yes;61;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);5135;32444;No
1820;Female;0;Yes;No;6;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;4565;32345;No
1821;Male;1;Yes;No;32;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;853;26611;Yes
1822;Female;0;No;Yes;31;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);8655;26974;Yes
1823;Male;0;No;No;19;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);7385;14245;Yes
1824;Male;0;Yes;Yes;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);203;140115;No
1825;Female;0;No;No;32;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;542;17396;No
1826;Male;0;Yes;No;65;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;9065;59310;No
1827;Female;0;Yes;Yes;45;No;No phone service;DSL;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);509;233385;No
1828;Male;0;No;No;42;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;2505;94985;No
1829;Male;0;No;No;8;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7485;57245;No
1830;Male;0;No;Yes;32;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;205;6968;No
1831;Female;1;Yes;No;22;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;6355;13818;No
1832;Male;1;Yes;No;57;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;4485;257295;Yes
1833;Male;0;No;No;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;4795;4795;No
1834;Male;1;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;451;451;Yes
1835;Female;0;Yes;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;450;450;No
1836;Male;0;No;No;24;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;960;212245;Yes
1837;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);2005;2005;Yes
1838;Male;1;No;No;54;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;9005;49318;No
1839;Female;0;No;No;4;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);253;11695;No
1840;Male;0;Yes;Yes;65;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);10865;693795;Yes
1841;Female;0;Yes;No;56;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;243;12617;No
1842;Male;0;No;No;45;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;7595;32738;No
1843;Female;0;Yes;Yes;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);197;141585;No
1844;Male;0;Yes;No;59;Yes;No;DSL;Yes;Yes;Yes;No;Yes;No;One year;No;Credit card (automatic);664;39582;No
1845;Male;0;No;No;69;No;No phone service;DSL;No;Yes;Yes;No;No;No;One year;Yes;Bank transfer (automatic);3575;249225;No
1846;Male;0;No;No;19;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;188;2792;No
1847;Female;0;Yes;Yes;55;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);194;10830;No
1848;Female;0;No;No;38;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;193;7555;No
1849;Male;0;No;No;10;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;4555;4026;Yes
1850;Female;1;Yes;No;47;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);6745;32520;No
1851;Female;0;Yes;No;2;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;351;6875;Yes
1852;Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);462;462;Yes
1853;Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;4515;4515;Yes
1854;Male;1;No;No;1;No;No phone service;DSL;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;433;433;Yes
1855;Male;0;Yes;Yes;46;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;201;93685;No
1856;Female;1;No;No;38;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);5715;225065;Yes
1857;Female;0;Yes;No;65;Yes;No;DSL;Yes;No;Yes;Yes;No;No;Two year;No;Credit card (automatic);589;38571;No
1858;Female;0;Yes;No;19;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;732;14411;Yes
1859;Male;0;No;No;52;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;8535;43386;Yes
1860;Male;0;Yes;Yes;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;1945;137845;No
1861;Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;4595;4595;Yes
1862;Female;1;No;No;52;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Electronic check;505;25663;No
1863;Male;0;Yes;No;6;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;251;1710;No
1864;Female;1;Yes;No;26;Yes;No;DSL;No;No;Yes;No;No;Yes;One year;No;Mailed check;607;15974;No
1865;Male;1;No;No;48;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Electronic check;990;474435;No
1866;Female;0;Yes;Yes;64;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);1044;67216;No
1867;Female;0;No;No;3;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;No;Electronic check;8375;24725;Yes
1868;Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);4405;4405;No
1869;Male;0;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);241;173465;No
1870;Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;4555;4555;No
1871;Female;0;Yes;Yes;51;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;938;453935;No
1872;Female;0;Yes;Yes;41;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);197;80425;No
1873;Female;0;Yes;Yes;72;Yes;No;DSL;Yes;Yes;Yes;No;Yes;No;Two year;Yes;Credit card (automatic);7065;501115;No
1874;Female;0;Yes;No;43;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Credit card (automatic);8645;35745;No
1875;Male;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);1141;80864;No
1876;Male;0;Yes;No;47;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Credit card (automatic);952;45630;No
1877;Male;0;No;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);8855;636235;No
1878;Male;0;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);2075;671;No
1879;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7005;7005;Yes
1880;Male;0;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;860;16545;Yes
1881;Male;0;No;No;26;No;No phone service;DSL;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);4465;115655;No
1882;Male;0;Yes;Yes;29;Yes;No;DSL;Yes;No;No;No;No;Yes;Month-to-month;Yes;Mailed check;602;183415;No
1883;Female;1;Yes;No;35;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;No;Month-to-month;Yes;Bank transfer (automatic);1005;365335;Yes
1884;Male;0;No;No;27;Yes;No;DSL;Yes;Yes;No;No;No;No;One year;No;Bank transfer (automatic);5545;147765;No
1885;Male;0;Yes;Yes;24;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);703;170645;No
1886;Male;0;Yes;Yes;67;Yes;No;DSL;Yes;No;Yes;Yes;No;No;Two year;Yes;Bank transfer (automatic);604;39537;No
1887;Female;0;No;No;16;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;7265;11943;Yes
1888;Female;0;No;No;23;Yes;No;DSL;No;Yes;Yes;No;No;No;One year;No;Bank transfer (automatic);558;132785;No
1889;Male;0;No;No;14;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;311;4197;No
1890;Female;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;210;210;Yes
1891;Female;1;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;451;451;Yes
1892;Male;1;No;No;4;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);5095;20735;No
1893;Male;0;No;Yes;16;Yes;Yes;DSL;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;691;10837;No
1894;Female;0;Yes;No;46;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;4395;200785;No
1895;Male;0;No;Yes;68;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);865;588275;No
1896;Male;0;No;No;38;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Month-to-month;No;Electronic check;6995;265755;No
1897;Male;1;Yes;No;30;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);504;15275;Yes
1898;Female;1;No;No;5;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;7895;3784;Yes
1899;Male;0;No;No;17;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);9095;16122;No
1900;Male;0;Yes;Yes;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;199;7665;No
1901;Female;0;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;2015;2607;No
1902;Male;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);906;644185;No
1903;Male;0;No;No;3;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;920;2668;No
1904;Male;0;No;No;56;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;9445;51246;Yes
1905;Female;0;No;No;41;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;2485;96225;No
1906;Male;0;No;No;40;No;No phone service;DSL;No;Yes;No;Yes;No;No;One year;No;Credit card (automatic);360;13829;No
1907;Female;0;No;No;7;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;785;57105;No
1908;Male;0;No;No;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);1995;139935;No
1909;Male;0;Yes;Yes;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;2065;1500;No
1910;Female;0;Yes;Yes;5;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;305;1672;No
1911;Female;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);1061;76574;No
1912;Male;0;Yes;Yes;44;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);205;86505;No
1913;Female;0;No;No;65;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;One year;Yes;Electronic check;955;615385;No
1914;Female;0;No;No;3;Yes;Yes;DSL;No;No;No;Yes;Yes;No;Month-to-month;No;Electronic check;646;1742;No
1915;Male;0;No;No;24;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);511;12696;No
1916;Female;0;No;No;44;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);848;386255;Yes
1917;Female;1;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);891;63524;No
1918;Male;0;No;No;24;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Electronic check;5495;13485;No
1919;Male;0;No;No;1;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;No;Mailed check;509;509;Yes
1920;Male;0;Yes;No;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);2045;47155;No
1921;Male;0;Yes;Yes;70;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);8595;593175;No
1922;Male;0;Yes;Yes;25;Yes;Yes;DSL;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;6035;140465;No
1923;Male;0;Yes;Yes;37;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);198;7261;No
1924;Female;1;Yes;Yes;22;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Bank transfer (automatic);8535;19616;No
1925;Female;0;Yes;Yes;59;Yes;Yes;DSL;No;No;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);721;419485;No
1926;Male;0;Yes;Yes;49;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;998;487245;Yes
1927;Male;0;Yes;Yes;47;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);10735;511895;Yes
1928;Female;0;Yes;Yes;31;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;1955;65895;Yes
1929;Male;0;Yes;Yes;1;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;8105;8105;No
1930;Male;0;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;205;7695;No
1931;Female;0;Yes;No;53;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);1118;580975;No
1932;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;202;202;No
1933;Male;0;No;No;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;197;4159;No
1934;Female;0;No;No;3;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;791;2465;Yes
1935;Female;0;No;No;51;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);1985;99695;No
1936;Female;0;Yes;No;51;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic);605;314515;No
1937;Female;0;Yes;Yes;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;1955;2653;No
1938;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;209;209;No
1939;Male;0;No;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;2105;2105;No
1940;Male;0;No;No;63;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;One year;No;Electronic check;715;45763;No
1941;Male;0;No;No;3;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;No;Mailed check;5465;1891;No
1942;Male;0;No;No;46;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);192;90815;No
